# epoch	train_loss	dev_loss	dev_score	best_dev_score
34	1.025655	0.0323	0.0379
61	0.973162	0.0397	0.0504
41	1.096860	0.0283	0.0452
40	1.021721	0.0397	0.0426
59	0.898065	0.0388	0.0450
23	1.073086	0.0202	0.0398
35	1.021602	0.0351	0.0379
41	1.025079	0.0402	0.0446
49	1.010009	0.0356	0.0459
42	1.095384	0.0429	0.0452
62	0.971946	0.0314	0.0504
36	1.022970	0.0324	0.0379
41	1.019368	0.0339	0.0426
50	1.008837	0.0410	0.0459
42	1.025287	0.0441	0.0446
24	1.070617	0.0357	0.0398
60	0.895049	0.0341	0.0450
43	1.092180	0.0159	0.0452
63	0.970352	0.0407	0.0504
37	1.021127	0.0356	0.0379
42	1.017816	0.0448	0.0448
51	1.008176	0.0381	0.0459
43	1.021004	0.0397	0.0446
25	1.069616	0.0402	0.0402
61	0.890829	0.0425	0.0450
38	1.018171	0.0359	0.0379
44	1.089946	0.0245	0.0452
64	0.969463	0.0419	0.0504
52	1.006304	0.0358	0.0459
43	1.016127	0.0401	0.0448
44	1.018961	0.0350	0.0446
39	1.015262	0.0231	0.0379
26	1.066821	0.0450	0.0450
62	0.889991	0.0398	0.0450
45	1.091062	0.0379	0.0452
53	1.004279	0.0382	0.0459
65	0.963861	0.0369	0.0504
44	1.014119	0.0400	0.0448
40	1.014927	0.0316	0.0379
45	1.018455	0.0371	0.0446
27	1.071216	0.0370	0.0450
46	1.088875	0.0280	0.0452
63	0.888342	0.0398	0.0450
54	1.000932	0.0417	0.0459
41	1.013777	0.0397	0.0397
66	0.961288	0.0362	0.0504
45	1.013272	0.0413	0.0448
46	1.016775	0.0341	0.0446
28	1.065210	0.0346	0.0450
47	1.087143	0.0312	0.0452
55	1.000313	0.0422	0.0459
42	1.013306	0.0371	0.0397
64	0.883892	0.0455	0.0455
67	0.960014	0.0430	0.0504
46	1.011806	0.0428	0.0448
47	1.015501	0.0372	0.0446
43	1.009831	0.0403	0.0403
56	1.000234	0.0370	0.0459
48	1.085803	0.0425	0.0452
29	1.066222	0.0381	0.0450
65	0.882281	0.0415	0.0455
68	0.958528	0.0413	0.0504
47	1.009622	0.0353	0.0448
48	1.012500	0.0350	0.0446
44	1.009503	0.0262	0.0403
57	0.997448	0.0389	0.0459
49	1.085331	0.0418	0.0452
30	1.064605	0.0396	0.0450
66	0.877798	0.0385	0.0455
45	1.007596	0.0300	0.0403
48	1.009976	0.0447	0.0448
49	1.008575	0.0439	0.0446
69	0.956025	0.0461	0.0504
58	0.997095	0.0422	0.0459
50	1.080586	0.0341	0.0452
46	1.006562	0.0355	0.0403
31	1.063627	0.0358	0.0450
67	0.879661	0.0424	0.0455
49	1.006494	0.0362	0.0448
59	0.993691	0.0422	0.0459
50	1.008994	0.0359	0.0446
70	0.955408	0.0450	0.0504
51	1.077551	0.0445	0.0452
47	1.006242	0.0381	0.0403
60	0.994526	0.0429	0.0459
32	1.062311	0.0398	0.0450
50	1.005219	0.0469	0.0469
51	1.005570	0.0402	0.0446
68	0.876434	0.0324	0.0455
48	1.004653	0.0352	0.0403
71	0.954476	0.0428	0.0504
52	1.076814	0.0386	0.0452
61	0.992317	0.0426	0.0459
51	1.004581	0.0470	0.0470
49	1.000596	0.0283	0.0403
52	1.003725	0.0367	0.0446
33	1.058407	0.0257	0.0450
69	0.874108	0.0388	0.0455
53	1.075663	0.0381	0.0452
72	0.951095	0.0441	0.0504
62	0.991335	0.0400	0.0459
50	0.998862	0.0396	0.0403
52	1.003922	0.0406	0.0470
53	1.001538	0.0431	0.0446
70	0.873202	0.0336	0.0455
54	1.072169	0.0377	0.0452
34	1.054183	0.0379	0.0450
73	0.949532	0.0426	0.0504
63	0.990084	0.0430	0.0459
51	0.997517	0.0400	0.0403
53	1.001002	0.0356	0.0470
54	0.998474	0.0376	0.0446
55	1.073688	0.0430	0.0452
52	0.996974	0.0356	0.0403
64	0.989029	0.0405	0.0459
71	0.869089	0.0333	0.0455
35	1.052039	0.0201	0.0450
74	0.952019	0.0394	0.0504
54	0.998459	0.0399	0.0470
55	0.998030	0.0404	0.0446
53	0.994906	0.0363	0.0403
65	0.986647	0.0418	0.0459
56	1.070375	0.0284	0.0452
72	0.866979	0.0368	0.0455
36	1.050269	0.0366	0.0450
55	0.998343	0.0370	0.0470
54	0.991024	0.0407	0.0407
56	0.995176	0.0392	0.0446
66	0.984499	0.0378	0.0459
57	1.067336	0.0327	0.0452
55	0.990638	0.0353	0.0407
73	0.865354	0.0405	0.0455
56	0.996627	0.0349	0.0470
37	1.049525	0.0460	0.0460
57	0.991611	0.0374	0.0446
67	0.983038	0.0379	0.0459
58	1.066322	0.0371	0.0452
56	0.988715	0.0382	0.0407
74	0.866861	0.0397	0.0455
57	0.993765	0.0351	0.0470
68	0.981935	0.0446	0.0459
58	0.991068	0.0397	0.0446
38	1.047987	0.0276	0.0460
57	0.984512	0.0390	0.0407
59	1.066373	0.0264	0.0452
69	0.982573	0.0381	0.0459
58	0.993496	0.0436	0.0470
75	0.863200	0.0402	0.0455
59	0.987796	0.0379	0.0446
58	0.985055	0.0350	0.0407
39	1.045195	0.0398	0.0460
60	1.063122	0.0324	0.0452
70	0.979915	0.0379	0.0459
59	0.993435	0.0422	0.0470
59	0.981281	0.0374	0.0407
60	0.984155	0.0357	0.0446
76	0.862426	0.0399	0.0455
61	1.061253	0.0316	0.0452
40	1.046005	0.0404	0.0460
71	0.977713	0.0416	0.0459
60	0.979431	0.0395	0.0407
60	0.992744	0.0423	0.0470
61	0.982862	0.0360	0.0446
77	0.859225	0.0411	0.0455
62	1.059155	0.0426	0.0452
61	0.977371	0.0394	0.0407
41	1.043526	0.0430	0.0460
61	0.989824	0.0370	0.0470
62	0.980230	0.0372	0.0446
62	0.974571	0.0444	0.0444
63	1.059007	0.0395	0.0452
78	0.856014	0.0378	0.0455
62	0.988372	0.0405	0.0470
42	1.043207	0.0458	0.0460
63	0.971006	0.0381	0.0444
63	0.978228	0.0454	0.0454
64	1.056523	0.0393	0.0452
79	0.855576	0.0438	0.0455
64	0.967511	0.0365	0.0444
63	0.989361	0.0401	0.0470
43	1.040043	0.0393	0.0460
64	0.976807	0.0364	0.0454
65	1.054264	0.0255	0.0452
65	0.963583	0.0399	0.0444
80	0.852632	0.0416	0.0455
64	0.986176	0.0392	0.0470
65	0.972918	0.0415	0.0454
44	1.037601	0.0286	0.0460
66	1.049974	0.0323	0.0452
66	0.959400	0.0314	0.0444
65	0.985104	0.0350	0.0470
66	0.967927	0.0442	0.0454
67	0.959528	0.0395	0.0444
67	1.050888	0.0394	0.0452
45	1.035946	0.0384	0.0460
66	0.980793	0.0443	0.0470
68	0.955388	0.0370	0.0444
67	0.968210	0.0443	0.0454
68	1.048040	0.0251	0.0452
46	1.034165	0.0375	0.0460
69	0.952678	0.0382	0.0444
67	0.982111	0.0451	0.0470
68	0.962528	0.0388	0.0454
69	1.047610	0.0331	0.0452
70	0.948397	0.0400	0.0444
47	1.032909	0.0425	0.0460
68	0.980504	0.0363	0.0470
69	0.963242	0.0388	0.0454
70	1.047976	0.0247	0.0452
71	0.944781	0.0411	0.0444
